1	47554	0.0
1	40107	0.0
1	39130	1.0
1	99487	0.0
1	70605	0.0
1	83387	0.0
1	40667	0.0
1	86755	0.0
1	78600	0.0
1	63209	0.0
1	33508	0.0
1	87851	0.0
1	9301	0.0
1	43618	0.0
1	106332	1.0
1	108659	0.0
1	47444	0.0
1	59855	0.0
1	89173	0.0
1	40570	0.0
1	90152	0.0
1	58160	0.0
1	50127	0.0
1	67793	0.0
1	89111	0.0
1	29882	0.0
1	96088	0.0
1	7937	0.0
1	108018	0.0
1	52668	0.0
1	9879	0.0
1	7432	0.0
1	35271	0.0
1	107586	0.0
1	56689	0.0
1	49622	0.0
1	989	0.0
1	99056	0.0
1	80546	0.0
1	12193	0.0
1	20754	0.0
1	81713	0.0
1	52	0.0
1	8519	0.0
1	106808	0.0
1	91512	0.0
1	41016	0.0
1	84743	0.0
1	24137	0.0
1	7882	0.0
1	27954	0.0
1	63687	0.0
1	6213	0.0
1	35186	0.0
1	18842	0.0
1	5755	0.0
1	20690	0.0
1	12768	0.0
1	29812	0.0
1	106224	0.0
1	92329	0.0
1	445	0.0
1	3254	0.0
1	33740	0.0
1	33748	0.0
1	47348	0.0
1	16755	0.0
1	52191	0.0
1	24408	0.0
1	29437	0.0
1	85108	0.0
1	28429	0.0
1	48727	0.0
1	26663	0.0
1	90815	0.0
1	70911	0.0
1	5339	0.0
1	100056	0.0
1	29988	0.0
1	108764	0.0
1	34023	0.0
1	13481	0.0
1	102774	0.0
1	77531	0.0
1	4467	0.0
1	29625	0.0
1	38355	0.0
1	21614	0.0
1	90833	0.0
1	89312	0.0
1	33330	0.0
1	3390	0.0
1	43926	0.0
1	109819	0.0
1	7129	0.0
1	108575	0.0
1	35858	0.0
1	113689	0.0
1	60803	0.0
1	108004	0.0
1	48954	0.0
1	9363	0.0
1	62369	0.0
1	105223	0.0
1	10645	0.0
1	1663	0.0
1	66522	0.0
1	86568	0.0
1	16063	0.0
1	52853	0.0
1	39650	0.0
1	87041	0.0
1	40575	0.0
1	47824	0.0
1	14317	0.0
1	10082	0.0
1	92526	0.0
1	76539	0.0
1	82209	0.0
1	16450	0.0
1	103417	0.0
1	33285	0.0
1	20653	0.0
1	3340	0.0
1	4191	0.0
1	79439	0.0
1	83585	0.0
1	101271	0.0
1	50645	0.0
1	84971	0.0
1	94037	0.0
1	35411	0.0
1	109021	0.0
1	72620	0.0
2	98801	0.0
2	37566	0.0
2	37917	0.0
2	45539	0.0
2	71691	0.0
2	11365	0.0
2	55937	0.0
2	111633	0.0
2	15225	0.0
2	82993	0.0
2	22425	0.0
2	72776	0.0
2	111416	0.0
2	104147	1.0
2	29832	0.0
2	78100	0.0
2	95160	0.0
2	101479	0.0
3	10421	0.0
3	77264	0.0
3	107651	0.0
3	17817	0.0
3	48502	0.0
3	94370	0.0
3	91200	0.0
3	7262	0.0
3	93573	0.0
3	58646	0.0
3	68543	0.0
3	28844	0.0
3	54748	0.0
3	83861	0.0
3	92168	0.0
3	29581	0.0
3	11549	0.0
3	55180	0.0
3	27560	0.0
3	9822	0.0
3	13247	0.0
3	25107	0.0
3	47989	0.0
3	7342	0.0
3	38162	0.0
3	8851	0.0
3	87840	0.0
3	76891	0.0
3	82693	0.0
3	83271	0.0
3	108089	0.0
3	36139	0.0
3	60956	0.0
3	21684	0.0
3	62688	0.0
3	57425	0.0
3	91943	0.0
3	86422	0.0
3	83136	0.0
3	82389	0.0
3	38033	0.0
3	47674	0.0
3	8419	0.0
3	113767	0.0
3	12927	0.0
3	6405	0.0
3	74311	0.0
3	67540	0.0
3	111475	0.0
3	34960	0.0
3	8439	0.0
3	45319	0.0
3	12852	0.0
3	64470	0.0
3	26149	0.0
3	28403	0.0
3	51727	0.0
3	43373	1.0
3	101345	0.0
3	83997	0.0
3	55819	0.0
3	37872	0.0
3	110235	0.0
3	43542	0.0
3	101558	0.0
3	58152	0.0
3	111441	0.0
3	104458	0.0
3	74603	0.0
3	36755	0.0
3	52694	0.0
3	82297	0.0
3	79826	0.0
3	105577	0.0
3	102440	0.0
3	95328	0.0
3	23616	0.0
3	73595	0.0
3	99842	0.0
3	82893	0.0
3	19137	0.0
3	73924	0.0
4	44350	0.0
4	72349	0.0
4	24931	0.0
4	93759	0.0
4	8144	0.0
4	70022	0.0
4	75937	0.0
4	2996	0.0
4	75215	0.0
4	77345	0.0
4	2827	0.0
4	49127	0.0
4	95321	0.0
4	38553	0.0
4	86403	0.0
4	83210	0.0
4	53299	0.0
4	26191	1.0
4	104829	0.0
5	22280	0.0
5	36964	0.0
5	83575	0.0
5	39279	0.0
5	76247	1.0
5	57626	0.0
5	10919	0.0
5	38623	0.0
5	18616	0.0
5	78524	0.0
5	1115	0.0
5	97973	0.0
5	101302	0.0
5	86441	0.0
5	67742	0.0
5	42385	0.0
5	4657	0.0
